MMS ID,Handle,Title,dc:type,dc:format,dcterms:format,Thumbnail?,File Opens?,Needs Attention?
991011507202904641,http://hdl.handle.net/11084/108,"""Peace in the Mountains""",compound,born digital,,,,
991011507203004641,http://hdl.handle.net/11084/19508,"""Hyphens and Accents: The Hidden Violence of Assimilation""",text,reformated digital,application/pdf,,,
991011507203104641,http://hdl.handle.net/11084/4958,"""A Mandate for Hypocrisy: The Black Studies Major at Grinnell College""",compound,reformated digital,image/tiff,,,
991011507203204641,http://hdl.handle.net/11084/19507,"""The Refusal of Russian Motherhood, Annotated Bibliography""",text,reformated digital,application/pdf,,,
991011507203304641,http://hdl.handle.net/11084/18958,"""Limitations of Second-Generation Korean Americans’ Ethnic Options: Strategy, Labor, and Reward""",text,reformated digital,application/pdf,,,
991011507203404641,http://hdl.handle.net/11084/29822,"""Frozen Ink""",compound,digitized other analog,image/jpeg,,,
991011507203504641,http://hdl.handle.net/11084/18957,"""Muslim Public Intellectuals: Revealing Conditional Participation through Circulation""",text,reformated digital,application/pdf,,,
991011507203604641,http://hdl.handle.net/11084/23330,"""Georeferenced Control Points for Historical Maps""",compound,born digital,,,,
991011507203704641,http://hdl.handle.net/11084/18956,"""CAFOs, Conflict, and Compromise: An Ethnographic Approach to Attitudes Towards Livestock Production and Related Conflict in Iowa""",text,reformated digital,application/pdf,,,
991011507203804641,http://hdl.handle.net/11084/3416,"""Historical Changes in the Skunk River Channel""",compound,born digital,,,,
991011507203904641,http://hdl.handle.net/11084/106,"""Straws of Steel: Earthquake-Proof Houses""",compound,born digital,,,,
991011507204004641,http://hdl.handle.net/11084/18954,"""There is No God: Critique of Colonization in Isle of Flowers""",text,reformated digital,application/pdf,,,
991011507204104641,http://hdl.handle.net/11084/18952,"""Building Community behind Barbed Wires: The ‘Religious Life’ of Japanese American Youth in Internment Camps""",text,reformated digital,application/pdf,,,
991011507204204641,http://hdl.handle.net/11084/3859,"""Cycles""",compound,,,,,
991011507204304641,http://hdl.handle.net/11084/18951,"""Striving for Eden: Working Towards Equality in Two Virginia Communes""",text,reformated digital,application/pdf,,,
991011507204404641,http://hdl.handle.net/11084/3419,"""New Queer Cinema Today: Film and the Critique of Neoliberalism""",compound,born digital,,,,
991011507204504641,http://hdl.handle.net/11084/18768,"""“Going to Meet the Man”: Scripting White Supremacist Eros""",text,reformated digital,application/pdf,,,
991011507204604641,http://hdl.handle.net/11084/23294,"""Historical Map Annotations for Text Detection and Recognition""",compound,born digital,,,,
991011507204704641,http://hdl.handle.net/11084/18767,"""South of the Confederacy: Confederate Symbols in Argentine Clothing and the Erasure of History""",text,reformated digital,application/pdf,,,
991011507204804641,http://hdl.handle.net/11084/18758,"""Obituaries of Grinnell Civil War Veterans: Value Race and Identity in Small Town Iowa""",poster,reformated digital,,,,
991011507204904641,http://hdl.handle.net/11084/18769,"""I Must Be Sure (2016)""",compound,reformated digital,,,,
991011507205004641,http://hdl.handle.net/11084/3246,"""A Data Set of Annotated Historical Maps (2013)""",compound,born digital,,,,
991011507205104641,http://hdl.handle.net/11084/18757,"""Biopolitics, Gendered Nationalism, and Abortion: The Influence of the Catholic Church in Poland and Ireland""",text,reformated digital,application/pdf,,,
991011507261804641,http://hdl.handle.net/11084/880,"""Kris DeWild and Rebecca Stuhr""",program,born digital,,,,
991011507261904641,http://hdl.handle.net/11084/867,"""From Papyrus to Kindle: a Glimpse at the History of Printing in the Western World""",book,reformatted digital,,,,
991011507262004641,http://hdl.handle.net/11084/68,"""Making a Good Thing Better: Increasing Demand for 1-on-1 Information Literacy Instruction at Grinnell College""",poster,reformatted digital,,,,
991011507262104641,http://hdl.handle.net/11084/6527,"""The Value of Information : Normativity, Epistemology, and LIS in Luciano Floridi""",essays,born digital,,,,
991011507262204641,http://hdl.handle.net/11084/63,"""Gospel Truth About the Negro Spiritual""",essays,born digital,,,,
991011507262304641,http://hdl.handle.net/11084/6379,"""Signs of Life: Critical Thinking Beyond Critique in Religious Studies and the Humanities""",essays,born digital,,,,
991011507262404641,http://hdl.handle.net/11084/6042,"""Harry Duncan '38 and the Cummington Press""",program,reformatted digital,,,,
991011507262504641,http://hdl.handle.net/11084/6028,"""Bibles in Burling: A Selection of Bibles that Demonstrate the Art of Printing""",book,reformatted digital,,,,
991011507262604641,http://hdl.handle.net/11084/6015,"""Galileo's New Sciences: Origins and Aftermath""",book,born digital,,,,
991011507262704641,http://hdl.handle.net/11084/6010,"""Incunabula in Burling Library, Grinnell College""",book,digitized other analog,,,,
991011507262804641,http://hdl.handle.net/11084/5075,"""Scholarly Communication and Liberal Arts College Libraries""",book,born digital,,,,
991011507262904641,http://hdl.handle.net/11084/5074,"""Reflexive Curation: Accident, Risk, and Medium in the Collectively Curated Collection""",essays,born digital,,,,
991011507263004641,http://hdl.handle.net/11084/47,"""A Simple Experiment for Discussion of Quantum Interference and Which-Way Measurement""",essays,born digital,,,,
991011507263104641,http://hdl.handle.net/11084/4711,"""Directory of Grinnell Area Food Producers Who Market Locally""",book,born digital,,,,
991011507263204641,http://hdl.handle.net/11084/4090,"""Our Trees: A Guide to Trees in Grinnell""",book,born digital,,,,
991011507263304641,http://hdl.handle.net/11084/3848,"""River of Words, Raft of Our Conjoined Neurologies""",essays,born digital,,,,
991011507263404641,http://hdl.handle.net/11084/3613,"""The Pipe Organ &amp; Friends""",program,born digital,,,,
991011507263504641,http://hdl.handle.net/11084/3597,"""Faculty Recital: A Mozart Celebration""",program,born digital,,,,
991011507263604641,http://hdl.handle.net/11084/35390,"""Engaging Graduate Medical and Health Sciences Students in Scholarly Communication: The Des Moines University Library’s Research &amp; Scholarly Communication Peer Associate Program.""",essays,born digital,,,,
991011507263704641,http://hdl.handle.net/11084/3481,"""Faculty Recital: John Rommereim, Baritone; Timothy Newton, Fortepiano""",program,born digital,,,,
991011507263804641,http://hdl.handle.net/11084/3474,"""Faculty Recital: Beethoven, The Late Piano Sonatas""",program,born digital,,,,
991011507263904641,http://hdl.handle.net/11084/3451,"""The Linked Open Data Landscape in Libraries and Beyond""",essays,born digital,,,,
991011507264004641,http://hdl.handle.net/11084/34350,"""Student-Centered, Student-Delivered: Leading with Equity and Inclusion through a First-Year Library Ambassador Program at a Hispanic-Serving Institution""",report,born digital,,,,
991011507264104641,http://hdl.handle.net/11084/34349,"""The Critical Information Literacy Leadership Institute as Alternative to the One-Shot: Q &amp; A with a Faculty Partner""",report,born digital,application/pdf,,,
991011507264204641,http://hdl.handle.net/11084/3424,"""Academic Resource Centers: an Umbrella or an ARC? Working together strategically across administrative areas""",poster,reformatted digital,,,,
991011507264304641,http://hdl.handle.net/11084/3412,"""The Cinematic Relations of Corporeal Feminism""",essays,born digital,,,,
991011507264404641,http://hdl.handle.net/11084/3410,"""The Hardest, The Most Difficult Film : Todd Haynes' Safe as Feminist Film Praxis, or, What the fuck is this?""",essays,born digital,,,,
991011507264504641,http://hdl.handle.net/11084/3409,"""Girls on Film : The Intersecting Histories of Queer Cinema and Feminist Filmmaking""",essays,born digital,,,,
991011507264604641,http://hdl.handle.net/11084/3408,"""Deconstructing Postmodern Television in Twin Peaks""",essays,reformatted digital,,,,
991011507264704641,http://hdl.handle.net/11084/3407,"""The Personal Cinema of Maya Deren : Meshes of the Afternoon and its Critical Reception in the History of the Avant-garde""",essays,reformatted digital,,,,
991011507264804641,http://hdl.handle.net/11084/3406,"""Queering Hollywood's Tough Chick : The Subversions of Sex, Race, and Nation in The Long Kiss Goodnight and The Matrix""",essays,born digital,,,,
991011507293704641,http://hdl.handle.net/11084/18504,"""Access to Living Donor Kidney Transplantation in Nepal""",poster,reformated digital,,,,
991011507293804641,http://hdl.handle.net/11084/174,"""Haggling for Human Rights: The Paradox of Achieving Human Rights at the Cost of Peace""",text,born digital,,,,
991011507293904641,http://hdl.handle.net/11084/99,"""Violence Causes Hunger in Guatemala: From Coups to CAFTA""",text,born digital,,,,
991011507294004641,http://hdl.handle.net/11084/17000,"""When Bodies Happen: Intersections of Gender, Sexuality and Race within Body Image""",image,,,,,
991011507294104641,http://hdl.handle.net/11084/98,"""Neglected Tropical Diseases: The Ignored Pandemic""",text,born digital,,,,
991011507294204641,http://hdl.handle.net/11084/97,"""Denazification and Discourse in Post-War Germany""",text,born digital,,,,
991011507294304641,http://hdl.handle.net/11084/169,"""Exploring the Antisocial Thesis in Queer Theory""",text,born digital,,,,
991011507294404641,http://hdl.handle.net/11084/96,"""Wollstonecraft, Kant, and China’s One-Child Policy: The Right to Education Vs. The Right to Life""",text,born digital,,,,
991011507294504641,http://hdl.handle.net/11084/16999,"""The Mail Gaze""",image,born digital,,,,
991011507294604641,http://hdl.handle.net/11084/95,"""The Recognition of Shari’a: An In-Depth Analysis of Islamic Custody Cases""",text,born digital,,,,
991011507294704641,http://hdl.handle.net/11084/16998,"""Inversive Colors""",image,born digital,video/mp4,,,
991011507294804641,http://hdl.handle.net/11084/94,"""The Progress Towards Turkish Recognition of the Armenian Genocide""",text,born digital,,,,
991011507294904641,http://hdl.handle.net/11084/168,"""Objectivity, Authority, and Truth: Confirming a Homosexual Identity in Lesbian and Gay Fights for Asylum""",text,born digital,,,,
991011507295004641,http://hdl.handle.net/11084/93,"""/""Thisniggaugly/"": Understanding Violent Hate Speech in Rap Music""",text,born digital,,,,
991011507295104641,http://hdl.handle.net/11084/1676,"""Beginner's Field Guide to Grinnell and Its Environs""",book,born digital,,,,
991011507295204641,http://hdl.handle.net/11084/92,"""Obstetric and Traumatic Gynecologic Fistula in Sierra Leone: A Call for Empowerment""",text,born digital,,,,
991011507295304641,http://hdl.handle.net/11084/13273,"""Cross-Cultural Differences in Nonverbal Communication""",video,born digital,,,,
991011507295404641,http://hdl.handle.net/11084/91,"""Bodily Witness: Choreography of the Political""",text,born digital,,,,
991011507295504641,http://hdl.handle.net/11084/13272,"""Food Security Barriers for Rural Food Pantry Clients""",text,reformated digital,application/pdf,,,
991011507295604641,http://hdl.handle.net/11084/90,"""Coming Home? Return and Its Implications for Peacebuilding in Post-War Bosnia""",text,born digital,,,,
991011507295704641,http://hdl.handle.net/11084/13271,"""Spatial Dependence in Newton-Cartan Gravity in Nonintertial Reference Frames""",text,reformated digital,application/pdf,,,
991011507295804641,http://hdl.handle.net/11084/89,"""Victim’s Rights in 9/11/01 Violence""",text,born digital,,,,
991011507295904641,http://hdl.handle.net/11084/13269,"""The Art of Medicine: Training Future Doctors in Medical Humanities""",text,reformated digital,application/pdf,,,
991011507296004641,http://hdl.handle.net/11084/86,"""China’s Internet Governance: Between Development and Censorship""",text,born digital,,,,
991011507296104641,http://hdl.handle.net/11084/13268,"""LU Matrix Decompositions""",poster,reformated digital,,,,
991011507296204641,http://hdl.handle.net/11084/85,"""The Peruvian Truth and Reconciliation Commission and Its Impact on the Strengthening of Democratic Institutions""",text,born digital,,,,
991011507296304641,http://hdl.handle.net/11084/13258,"""Stormwater and Landscaping on Grinnell College's Campus""",text,reformated digital,application/pdf,,,
991011507296404641,http://hdl.handle.net/11084/84,"""The Mass Rape of Bosniak Women: A Case of Genocide and Feminicide""",text,born digital,,,,
991011507296504641,http://hdl.handle.net/11084/13257,"""Confronting the Gaze: Reconfiguring Spectatorship in /""Untitled (Kitchen Table Series)/"" by Carrie Mae Weems""",text,reformated digital,application/pdf,,,
